31,Guardians of the Galaxy started a horrible trend,jakobgf-95,"It's both funny and sad at the same time that this movie has the exact same flaws that Guardians of the Galaxy has. But first something positive.<br><br>The action is awesome, the effects are, for the most part, pretty good, there where two or free good jokes in it and it is decently directed. I also like the fact that they used some parts from the score of the first movie. There was also a cool scene where Ultron talks to the twins and they tell him what happened to their family. Ultron talked neutral to them and not like someone who is about to wipe out humanity. Finally, though i start to notice that in a lot of Films recently, i want to point out the very first scene which is a Really good action scene and it is done in one shot. But that's about it.<br><br>This film is just as lazily written as guardians and i'm beginning to fear that this is a trend that will continue. So let me just point out all the things that are wrong. <br><br>The character development sucks. The old characters are not further developed and the ones that are, are extremely forced. Also, the new characters are just not interesting. It doesn't help, that the performances are really not that good either. They're OK, but nothing great and all of these actors can do so much better.<br><br>The villain is just bad. Aside from his clichéd motivation, which i don't mind that much but i want to point it out anyway, he is just not intimidating. And the stupid attempt to make him funny by having him have goofy reactions doesn't help.<br><br>The dialog between the characters is 90% one liners, especially during the intense action. With this cheap attempt to constantly be funny i cant get sucked in because i permanently have the impression, that none of the characters takes anything seriously. And the jokes where almost never funny.<br><br>There is a huge load of plot conveniences in this movie and a ton of things that are never explained.<br><br>That's about it. For the rest, i would enter spoiler territory and then i would write forever. <br><br>Overall this film is sadly average and gives us nothing new. But i think the main problem with this can be clearly detected with the help of a certain scene. Don't worry, i won't spoil anything but in this scene a character has a vision about the infinity gems and he only sees the ones that have appeared in a movie so far. The images can't come from his own mind because he has no idea about the orb from guardians, at least it's not explained that he might know something about it, which means something different showed him the gems. And whatever made him see the stones, it was somehow aware of the fact that the Last two gems haven't appeared in a Movie so far because there is absolutely no reason for not at least showing them. Which leads me to the conclusion, that those images where not for the character in the film, but for the audience.<br><br>Instead of writing a really clever movie we should just through in a bunch of one liners and some images that the audience is going to jerk off to. Why make a peace of art when we can make lots of money?",23 April 2015
32,"Everything a superhero movie has, but not what it needs",Erin Parker,"I am a Marvel ""fangirl"". I loved seeing Avengers (the first one) and have anticipated this movie for quite some time. Unfortunately it was nothing special. It fitted in with the ""HOW TO WRITE A SUPERHERO MOVIE"" checkbook that one may give out in a creative writing class for 8 year old but (because of that) it was the most mediocre movie I have seen in a long time. Here are a few reasons why, written in list form for easy reading!<br><br>1) Bland Villain Tom Hiddleston as Loki was amazing. ""Ultron"", however, was not. Yes he had the whole I-will-destroy-the-human-race-and- triumph ideology but it was all without substance to back it up. Why did he hate the avengers so much? That was never fully explained. Nor were his motives to wipe out the human race. I love villains as characters. I find them the most interesting characters due to their often- troubled backstories and how they managed to reach the point of 'evil' but Ultron lacked any of that.<br><br>2) Character Development??? What happened to Captain America with his struggles in defining his moral compass in The Winter Soldier? All of a sudden he is back to being the clean-cut good guy. That's great, consistent character development guys! I've also always thought him and Natasha have been flirty in previous movies but in this a romance between her and Bruce appeared from nowhere! I wouldn't have minded if it was a slow process of them casting coy looks and flirty remarks in this movie and perhaps in the 3rd movie the romance formation but instead it was all forced on the audience too much too soon. The same for Hawkeyes family - which, in turn, I also didn't care for at all. And if Hawkeye is so secretive about his family why does he carry a picture of them with him all the time? Surely if he is murdered the picture will be found and his private life exposed.<br><br>All I can say is - the movie was too focused on action. This set the characters back any decent character development. Im also annoyed that no one was struggling at the cold air/lack of oxygen when the city was floating miles above ground but hey, its sci-fi right?",10 May 2015
33,a train wreck,ertan-12152,"this movie was honestly a train wreck it started too slow, the ending was rushed so many lines delivered were unneeded and seemed forced in an attempt to seem witty when actually the result was making them look like a generic stereotype 'witty character' and character development?<br><br>OK they scratched the surface on a few characters but not enough to make me feel anything when something bad happens to them. i get there's a lot of characters in the avengers but when you kill a character its supposed to actually make me feel something, instead it just seemed like a terrible attempt at shock value. another thing on character development.... has Joss Whedon seen Captain America 2? or like. looked at a comic? maybe read the wiki? he ignored the development of Steve and Natasha completely, fitting them back into the stereotypes he'd created in the first movie that language line? Steve got in fights in back alleys probably every day. his best friend was Bucky Barnes. he was a part of the HOWLING COMMANDOS! you're telling me he tells people off when they swear? i think you'll fond they probably tell him off for being TOO foul with his language. also, the entirety of the previous film he was filled with angst over Bucky but what he gets mentioned offhandedly and thats it? not even a brief appearance in the fear-flashback? and Natasha. such a brilliant witty character in cap 2, got squashed down into the role of the belle to Bruce's beast. don't get me started on the choice of going with 616 back story for Hawkeye. i mean really guys? really? i could go on but even thinking of the film puts me in a bad mood. i mean i kind of had low expectations going into the film but Christ even they were too high.",23 April 2015
34,Avengers assemble once again!!!,c_razz_y,"Let's just get straight to point here, Avengers Age of Ultron is the best marvel movie to date. You can make a strong argument for it being the best superhero movie of all time. Yes it's really that good. <br><br>The plot line was very intriguing. It was far from the cliché superhero story. The script was funny and very witty. Joss Whedon did a wonderful job, it's a shame that he won't be directing the next 2 avengers films. The only upside is that he will be still there as a producer for phase 3 of the Marvel Cinematic Universe. This story really sets up phase 3 and one of the most anticipated movies of 2016, Captain America: Civil War. My one regret in terms of the story is that it could be slightly longer, even though the entire film ran smoothly. I would have still liked to see more of the movie, I guess we will have to wait for the DVD release to see some extra scenes. <br><br>All the actors, unsurprisingly, played their roles superbly. Robert Downey jr again played the genius, billionaire, playboy, philanthropist, which we all love. This performance just adds to the argument that he is Iron Man. Chris Evan always brings a sense of honesty and heart to the role of Captain America. Scarlet Johansson again showed us that a male isn't the only one who can be a badass that young boys look up to. Chris Hemsworth, Mark Ruffalo, Samuel L Jackson, Jeremy Renner, Cobie Smulders, Don Cheadle and Anthony Mackie all reprised their roles wonderfully and each one of them added an extra dimension to their character. The newcomers Thomas Kretschmann, Andy Serkis, Elizabeth Olsen and Aaron Taylor-Johnson were all great additions to the already extremely talented and lively cast. The newcomer that really gave the strongest performance was clearly James Spader. His intimidating robotic voice really brought the character to life and added sense of realism, in an otherwise unbelievable character. He brought our future fears (from terminator) of an AI trying to wipe out humanity. Marvel are not known for their memorable super villains, in fact they're known for the opposite of this, but this villain is up there with Loki, Ultron is one of the more terrifying and surprisingly relatable/understandable villains in the MCU. However Paul Bettany's performance as the vision stole the show. He took the spotlight for every scene that he was in and I can't wait to see him again. The cast really gel well as a unit and you'll be thinking that these actors grew up with each other, after you've seen the movie. The chemistry between everyone holds the film together. <br><br>The action in the movie, let's just make this quick, was mind blowing. For anyone who's seen the trailers, you will already know that the action shown was amazing. For any of you that think that they've showed too much or every action piece, from the movie, in the trailers, you couldn't be more wrong. When you watch the movie you'll notice that the action scenes are orchestrated beautifully and that every character has upped their game since the last time we saw them on screen, especially Captain America. This is a big budget movie and this is clearly shown in the stunts and the action sequences. The movie was shot all over the world this time and that helps to show that these group of people don't just fight for one nation but the world. The locations were beautiful and i will always prefer a real natural set over a green screen. <br><br>This movie was a fantastic treat to watch and it's really a shame that this movie wasn't longer, so that we could all enjoy it for 20-30 minutes more. I had high expectations coming into the theatre and when I left, I was more than satisfied. This movie will be enjoyed by people of all ages, it's got cool action for the kids and the plot is more than interesting enough to hold the attention of the adults. This movie delivers on all levels and can be considered as one of the best, if not the best movie of all time. It's clearly the best movie in the past few years. P.S. Stay for after the movie ends (mid-credits) for a treat for phase 3. <br><br>I will be uploading a video review to this movie soon. Please subscribe to my channel and watch the videos already posted. Thank you for your time! https://www.youtube.com/channel/UCQzQVmzrHi_IzaxQ5jH9Cig/videos Uploaded the review now!! Please watch!!<br><br>http://youtu.be/80HlwBIDBJg",18 April 2015
35,Even with high expectations it doesn't even disappoint!,Joejoesan,"Tony Stark wants to invent something that benefits mankind but instead turns out to be the one responsible for the creation of this dangerous self thinking robot, Ultron. The Avengers must assemble once again to fight this menace that wants to kill all the humans on this planet. But Ultron is powerful and the way he is presented makes you wonder how our heroes can defeat him. Just you wait and see...<br><br>What I liked best about Age of Ultron was the fact that all our favorite heroes get equal screen time to show of what they can do. Although the action scenes are great (Iron Man in the Hulkbuster versus Hulk!) the thing that really makes this movie work is the interaction between all the people involved. Stark and Banner, Banner and Black Widow, Hawkeye and Black Widow, Thor and Captain America... like in real life you can see with whom each of them get along best. It's also nice to see that Hawkeye gets a lot of screen time. He even gets the most interesting background story of the bunch. Quicksilver and Scarlet Witch make a great addition to the team (sort of) and there are a lot more cameos in the movie (although I don't think anybody spotted Lou Ferrigno!).<br><br>The movie runs about two and a half hours and that's pretty long. It could have been a little bit shorter, but overall I didn't mind. With great action scenes (pay attention to the opening action sequence in which he introduces the Avengers in one mighty shot!), nice humor, a lot of cameos and a satisfying finale writer/director Joss Whedon has everything under control and that pays of.<br><br>This year (2015) The Avengers Age of Ultron will shatter all box office records and that will be a fitting reward for giving most Marvel fans and 'normal' moviegoers this big treat. Even Pixar slipped (with Cars 2 and Brave) so everybody's waiting for Marvel to produce a real stinker. Although that day may come, The Avengers part 2 is not the movie that will be responsible for that!<br><br>8,5 / 10",20 April 2015
36,Disappointing,Miguel Neto,"Disappointing, it summarizes Avengers: Age of Ultron, the film is not bad, it's cool just cool, it is frustrating because all the world expected to be better than the first Avengers Ultron which is one of the best villains of the Marvel Comics he is simply poorly executed in this movie, really the film beginning excited about the action scenes, the effects are excellent, the CGI movie is hardly exaggerated, Mercury and another character very badly used, as the scarlet witch for a future in this universe Marvel, the film is unnecessary scenes, the jokes are always in the wrong time it breaks the film's climax, and the end where the Hulk flees the ship hope to explain in the Civil War film, now the worst thing in the movie, Hawkeye it has more space than owed it gets to be ridiculous, he can tip the witch and the mercury that was really ridiculous, the final scene of the movie was good most not enough to thrill, Avengers: Age of Ultron is not even bad, far from it, more we expected so that was better than the first to disappoint. Note 6.9",30 April 2016
37,"Action, action and action",thenopeman,"Spoiler free review.<br><br>I can't say the film didn't lack action because it didn't, every minute was filled with brilliant effects and amazing shots. An action packed adrenaline ride all through. However this said the film lacked story. At first the film was taking over from the first avengers, the story was good. But somewhere into the film the story fell apart with too much happening and without the solid story line it felt weak, with no real connections at all there was just fighting and action all over. I thought from what little story this film had to offer it was a lot more comic based than the previous one. The main villain in this film felt like a weakly based character, he had little to do with the story and was probably a contributing factor into it's downfall.<br><br>In conclusion I thought that the action, acting and effects are among the best, however the weak story left me with a far different feeling to the first. I thought although this film was great for a sequel it wasn't as good as the first. The film felt like it was meant to put a story across ready for the next film, which I hope will have a better story and live up to my expectations! However if for now you're looking for a great action film this is definitely a great one to watch, even though the story was weak and lacked that edge it is still a great film and hopefully will make an even better trilogy!",30 April 2015
38,"Messier, for sure, but still plenty of ""Avengers"" fun",Movie_Muse_Reviews,"The task of bringing together Earth's mightiest heroes took Joss Whedon into uncharted territory with 2012's ""The Avengers,"" and, despite the weight of the Marvel Cinematic Universe on his shoulders, the results were staggeringly entertaining. The task of making a sequel to that ground-breaking, monumental event film, however, and being expected to deliver on par or better results, is an entirely different beast.<br><br>""Avengers: Age of Ultron"" was definitely built on the bullet point takeaways of ""The Avengers,"" which are: Make time and space for wit, banter and humor for the sake of humor to prevent the film from taking itself too seriously; give each character a story arch and independent moments; choreography clever action sequences with well-timed glory shots. These components are in full force in ""Ultron"" and make enjoying the blockbuster as easy as shoving a lollipop in your mouth.<br><br>Yet ""Ultron"" is infinitely more complex than its predecessor. The number of heroes featured barely fits into a single action figure play case, meaning more subplots and back story, in addition to creating an arch of the creation and life of Ultron itself. With a plot that takes the Avengers from the eastern European country of ""Sokovia"" to New York to the African nation of ""Wakanda"" to Seoul, South Korea to Sokovia again, much of ""Age of Ultron"" is a non-stop blur.<br><br>The film opens with the Avengers leading an assault on a secret HYDRA facility where they have located the staff that Loki used to lead the Chitauri invasion in ""The Avengers."" When they secure it and bring it back to New York, Tony Stark (Robert Downey Jr.) and Bruce Banner (Mark Ruffalo) discover that its power source contains a blueprint for artificial intelligence, which would allow Stark to proceed with his Ultron project, an initiative to create peace-keeping robots that could defend the world in place of the Avengers should another alien invasion occur. When Ultron (voiced by James Spader) becomes conscious, however, he interprets his peace-keeping instructions as an imperative to wipe out humankind.<br><br>Added to the mix are the Maximoff twins, Pietro (Aaron Taylor-Johnson) and Wanda (Elizabeth Olsen)  also known as Quicksilver and Scarlet Witch  who decide to serve Ultron, with the latter using her powers to give each of the Avengers dangerous visions that could tear them apart.<br><br>The fight scenes and action sequences are in such abundance in ""Ultron"" that it's impossible to remember them all, and the ones that are most distinct, such as Iron Man chasing down and taming a rampant Hulk using his Hulkbuster armor, are ancillary to the narrative of finding what Ultron is up to and stopping it. In other words  it's all for show. The creativity of the fight choreography also gets lost in the whirlwind of action. Captain America (Chris Evans) probably does 12 different awesome things with his shield, but they happen so fast you'll be hard pressed to recall any one of them in detail. Really clever sequences are only as fun as the build-up and payoff and those pieces are given no time to breathe.<br><br>Whedon does allow for pauses in the chaos, such as the swanky Avengers Tower party featuring the film's best scene, when each Avenger tries his hand at lifting Thor's hammer, or a quiet retreat to an unexpected safe house in the countryside, but it's simply a trade- off: instead of busy action sequences, we get character relationship dynamics and back story.<br><br>""Ultron"" is inundating, to be frank, but for the everything-but-the-sink mentality, it's carried by its sense of humor and a cast whose members have each proved themselves time and again to be magnetic both on their own and as part of this team. Some of the novelty has worn off, but seeing all these characters together remains a treat that even the most convoluted of stories cannot entirely dismantle. Marvel Studios truly proves with ""Ultron"" the credibility that it has built with fans, to the point that even when it gets a little ambitious and mettles a bit more (you can easily see Whedon at odds with them in this final cut), its reputation remains intact and the fans placated.<br><br>As ""Phase III"" begins, adding even more characters to Marvel's cinematic universe (and even sliding Spider-Man into the mix) en route to the two-part ""Avengers: Infinity War"" slated for 2018 and 2019, it will be interesting to see if Marvel Studios barrels along into more unwieldy but delicious chaos, or reins it in a touch. Either way, should be fun.<br><br>~Steven C<br><br>Thanks for reading! Visit Movie Muse Reviews for more",8 May 2016
39,"Same old, same old",Alex Protz,"This film is the same as the first one, instead of aliens we have robots. It doesn't explain why there is a half metal half red guy that Thor brought to life after having a bath. Hulk isn't hulk he's Sulk, the dude's just depressed the whole way through even though he's now in love with a woman who is terrified of him ( when did that happen?). The film is dry and lack's any originality, its all been done before in the last film especially the ending. The last 20 minutes or so could have been cut and pasted from the previous film. The only decent part about it was the fight between Hulk and Super iron man. Good to see the avengers back together again but i think people should wait for the DVD don't waste your money in the cinema and line the pockets of the people who made this so they can make more crap.",25 April 2015
40,Avengers re-assemble.,Corey James,"Avengers:Age of Ultron my just be the best film of 2015 it started off great with a lot of action. Why I think this is the best superhero sequel ever.<br><br>Okay first thing this film is action packed there is a lot more action than the first one so basically the story is still there but the action literally takes over.<br><br>Second thing is the Hulkbuster now you may be thinking is it as awesome as it looks on the trailer the answer is yes...it is a lot more awesome than on the trailer and plus that action sequence goes on for quite some time. <br><br>Third thing Ultron now Ultron may have been toned down to how he was in the comics but in this film he is still as malevolent and vicious as ever but with limits obviously with it being PG-13. Ultron in this film is played by James Spader and he doesn't lack at all you can still tell that Ultron is one of the most dangerous villain The Avengers have ever faced. <br><br>Fourth thing the plot the film this time doesn't rely too much on it's story it's more the action that builds the film obviously there is still a story and it's a very good one there are some bits where the film slows down for it but that is really what a superhero film is about especially generation, when we rely on origin stories in superhero films. <br><br>Fifth and final thing does it feel like too much Disney? the answer for that question is no it doesn't see the first film really felt like it was too much Disney but in this film it's a lot darker than the first film because you see some of The Avengers literally feel pain. Plus the first film was more of a full on introduction to The Avengers and what they do. This film is far from Disney now and well in that case that's better I did love the first film too. <br><br>If you are a superhero fan and loved Ultron in the comics then you are going to love him even more in the film. This film was worth every penny and I think that well mainly superhero fans should go see this movie don't wait for it to come out on DVD just go see because it is amazing and is far better than the first. 8/10 must see superhero film.",24 April 2015
41,Majestic Return of the Avengers,larkinadrienne,"OK. So let me start off by saying that action movies are not my absolute favorite genre in the world, I do enjoy action but I dislike when a scene of action goes on so long that you forget exactly why they are fighting in the first place. Well. Avengers Return of Ultron was action packed AWESOMENESS. They knew exactly how to break up all the action with GENUINE humor (not groan worthy puns. I'm looking at you Furious Seven) and class. This movie is the whole package for EVERYONE. You have action, romance and humor. This is SURPRISINGLY better than the first one! The story line that they put together was genius and the cinematography of the final battle scene sincerely took my breath away. This is a must see for fans of action, the Avengers, but also movies! It's what action movies in the 21st century should be like! The WHOLE package.",4 May 2015
42,Never As Profound As It Thinks It Is,Theo Robertson,"I really should keep up on Superhero movies . But there's a reason I don't - I simply don't like them . They personify everything I dislike about modern Hollywood blockbusters , lots of explosions , lots of stunts and lots of CGI . It's less like watching a film and more like logging on to youtube and watching gameplay of the latest state of the art computer game <br><br>AVENGERS AGE OF ULTRON gets off to the exact start I'm talking about . Most of the iconic Marvel Superheroes - and the audience are thrust in to an opening action sequence . It's very vague what this mission is , something about East European baddies in league with Hydra working on some artificial intelligence . Ignore the narrative because the opening involves lots of stunts , ramping and explosions with the occasional one liner thrown in . You want action you've got it . You want intelligent , stimulating storytelling ? Go and read a book . I can understand what the producers are pandering to but I found this pre-title sequence rather uninvolving and the rest of the film continues in the same way <br><br>One thing the film does try and do is merge high concept action with character driven moments . On paper it does have a relatively good cast and it'd be a pity to waste it on overblown action but it's not really an actors type of film and while the production team deserves some credit for trying to concentrate on character but it's not developed enough to be entirely successful and comes across as rather shallow <br><br>Despite this short review I'm big enough to stick up my hand and say this movie isn't produced for grumpy , middle aged men like myself , it's produced for younger people who can't get enough superhero movies and for this market the prospective audience will probably love it so much so that that'll be a contender for biggest grossing film of 2015 and we'll be getting more Marvel movies for the foreseeable future",28 April 2015
43,"Clearly, comic books really DO lower people's intelligence",UncleTantra,"Please bear in mind that the person writing this is a BIG fan of Joss Whedon's earlier work in TV and movies. It's the fact that I really AM such a fan that made going to see ""Avengers: Age of Ultron"" so upsetting.<br><br>I managed to sit through the whole film, but just barely. Instead of the ""Wow! Look at that!"" I was supposed to feel, all I felt was sadness that one of the best storytellers of our age had sunk so low. ""Ultron"" was 141 minutes of Biff! Zap! Pow! Boom! Zoom! CGI madness, punctuated with a few lines that clearly were intended to be funny but only could have been considered so by pimply-faced 14-year-olds whose standards for comic one-liners had been set by Beavis and Butthead.<br><br>In other words, I hated it. I wish Joss would wake up from his comic book-induced stupor and remember how to write characters and plots again. ""Buffy"" used to cost $1.1 million per episode. ""Firefly"" used to cost $2 million per episode. And they were great.<br><br>""Ultron"" cost over $2 million PER MINUTE of running time, and it's crap.<br><br>There is a lesson here. When Joss is working with his own ideas, it doesn't take huge amounts of money to create wonderful entertainment. When he is working with other people's comic book ideas, it doesn't matter how much money the producers throw at it -- it's comic book-mentality crap.<br><br>Stop making crap, Joss. Tell the guys at Marvel to keep their money and keep their mediocre plots and characters. Come back to making entertainment based on your own ideas.",6 May 2015
44,Avengers: Age of 'Awesome',animallover1136,"Avengers Assemble! Earth's mightiest heroes team up once again to defeat a new threat, one originally created for change. Unlike in the comics, Tony Stark creates Ultron rather than Hank Pym (Ant-Man). Tony's invention overrides it's original settings, Ultron having a mind of his own--thinking that change means the planet should be covered with metal minions and not human beings. ""Avengers: Age of Ultron"" was absolutely stunning, with many great comedic jokes and moments, more character development involving some of the most secret-keeping of characters, new and old faces on screen, the element of surprise, plenty of great action and many elements from the comic books. Multiple scenes tease upcoming movies, adding to the suspension and excitement of what will happen next with one of the world's favorite super-hero teams.",4 May 2015
45,Superb Heroes,g-leno,"Jumping right in to the action, this is one heck of a thrill ride only slowing the pace for a few moments to give a little back story to several characters that have not had their own film, and the new characters. I enjoyed the fight scenes immensely, with one in particular that had me grinning like the Cheshire cat.<br><br>Fans of the Marvel movies will already know what to expect from Thor, Iron man and Captain America, and the real delight for me came from the new arrivals, especially Paul Bettany as Vision.<br><br>The Real highlight for me was the villain Ultron. The way he looks and moves combined with the amazing voice from James Spader gives Ultron real screen presence and a great sense of menace that sets it apart from other robots in film.<br><br>The only thing I would have changed in this movie was to give Anthony Mackie a bigger part in it because i really enjoyed his performance in Captain America: the Wintrr Soldier, and was disappointed not to have him alongside Chris Evans again where he seemed to fit perfectly in his previous appearance. Vastly enjoyable film for all except the art crowd.",24 April 2015
46,Almost Lives Up to the Hype,Quinton Edwards,"Now, before you question me about the title compared to my rating, let me clarify. This movie is absolutely fantastic; it's witty, it's action packed, and even emotional. But before you see it, you have to put aside all the hype that you have been building up for the past couple months.<br><br>I think the main reason people are disappointed about this movie is the fact that they bought into the unimaginable, unobtainable hype. This movie is hands down, better than the original Avengers, yet people are rating it worse. The only reason I can think of, is the fact that they watched the trailers, and believed that would be the beginning level of the movie. News flash, they put some of the greatest parts in the trailer to get you interested in it.<br><br>If you enjoy movies on a big scale, have great acting, great chemistry, some easter eggs for the next movie, and solid jokes, you will like this movie. If you are expecting this movie to be something like the second coming of Jesus, then you will be disappointed.",3 May 2015
47,Age of utter dumbness,Fifth_of_November,"I hoped for a better instance than the brainless, tavern brawl movie that was the first Avengers but it ended up being worst. Much worst. Result is some kind of Michael Bay movie mixed up with Iron Man 3 and all the clichés that Team America was laughing at but that Hollywood (and audiences) didn't seem to get.<br><br>Disaster of a scenario designed to show up ultra fast and over-packed scenes of senseless action, with a villain that never really gets to look like some sort of threat after all.<br><br>Oh and Marvel, in case you didn't realize, having 150 iron man suits in the same scene makes Iron Man look... well... trivial. Boring. You know? And when Tony Stark's spare armor can defeat Hulk and then Hulk defeats the movie's main villain with a single punch, it kinda makes your villain ridiculous. Especially, also, after he hit Captain America in the chest with his ""laser"" and all it does is bump him out of a truck. We thought he was transforming himself into the next evolution... something verrryyyyy dangerous... well that was evolution into uselessness obviously.<br><br>Also, don't you get all tired of those magic cubes or gems each containing the ""Universe's absolute power""? It's what, 5 movies now about those? It's frustrating because when you look at the first Spiderman movies, the Batman franchise by Nolan, and some others, these have been huge successes and yet were movies with character development and a story you could buy. What is this urge of making an absolute mess with a scenario so thin it makes Michael Bay stories decent? Guess I'm back at waiting for the next X-Men, the last decent superhero franchise it seems.",7 May 2015
48,'Overrated' does not even get close,humodda,"After watching this movie I visited IMDb to check for some photos and well - I was shocked to see a current rating of 8,2. I do not know how this could be true, I mean the same rating as masterpieces hold like ""Heat"", ""Pan's Labyrinth"" or ""Die Hard"". Either this world is about to face the apocalypse of morons or ""taste"" became something to chose in the McDonald's menu...<br><br>Nevertheless, this movie is not crap, you might watch it if you prefer a story full of plot holes big enough to hide at least a group of a hundred Hulks in them and characters as pale and static as the Terracotta Army in the famous Chinese grave. Besides, this film has SFX. And it is a hell of a thunderstorm of SFX... I stopped counting after the 10th SFX company listed in the credits. So if your age starts with a 1 and has no more than another digit to follow, you might be entertained and amused about all these effects, virtually in every single scene. But if you expect a little more from a movie, like well developed characters, a good story with a consistent plot and something to entertain your intellect, this would not become the best choice.<br><br>It's probably nice for watching it once, beer and popcorn at hand and forgetting about it the very next day again. However, if you expect a little more like described above, you will just waste your money on this film.",2 May 2015
49,A Major Disappointment!,namashi_1,"If disappointment had lost a literal definition, it would be 'Avengers: Age of Ultron'. A lazy, soulless sequel, that shames its prequel &amp; also the prolific superheroes. Despite the best of graphics &amp; stars in hand, this summer bigger suffers from a stilted narrative.<br><br>'Avengers: Age of Ultron' Synopsis: When Tony Stark tries to jump-start a dormant peacekeeping program, things go awry and it is up to the Avengers to stop the villainous Ultron from enacting his terrible plans.<br><br>'Avengers: Age of Ultron' has only one saving grace &amp; that's its graphics. The visuals are marvelous &amp; the action-sequences are expertly choreographed. But, the narrative is stilted &amp; soulless. Also, the pace is dreadfully slow in the first-hour. I was throughly bored in this hour, almost in disbelief if this one is actually a marvel movie.<br><br>Joss Whedon's Screenplay is a downer. He made a terrific film previously, but this time around, he has faltered. The Writing Material surrenders to graphics &amp; makes very less use of its own strength. Whedon's Direction, on the other-hand, is fair. Cinematography is alright. Editing is loose, the film runs for a long 142-minutes! <br><br>The Avengers, however, do well. Robert Downey Jr. as Tony Stark / Iron Man, donning the part for the fifth time, hasn't lost his charm. Chris Hemsworth as Thor, is excellent here, while Mark Ruffalo as Bruce Banner/Hulk, looks tired. Chris Evans as Steve Rogers / Captain America, has his moments. Scarlett Johansson as Natasha Romanoff / Black Widow, is passable. Jeremy Renner as Clint Barton / Hawkeye, is a pleasant surprise here. He actually gets scope to perform this time &amp; he does. Aaron Taylor-Johnson as Quicksilver &amp; Elizabeth Olsen as Scarlet Witch, add freshness in the proceedings. James Spader as Ultron, is the biggest letdown. He gives the villain a hammy turn, which by no means, works. <br><br>On the whole, 'Avengers: Age of Ultron' is very high on hype, but low on substance.",24 April 2015
50,Amazing Movie...But of course the majority doesn't see that...,Nate Collins,"One thing people keep saying is the problem in the avenger films and in the MCU(marvel Cinematic universe) is that every film is only a stepping stone, like its leading up to something. but is juts putting the story off. whats the problem here? Yes every film is leading to the big ending which Im certain will be the infinity war. So yes every movie plays an intricate part in leading up to that. But its called a Story. Thats how you build a story, especially a super awesome one like this. You don't just skip to the end. Its like people don't see what amazing film making is done here. There's never been so many movies that connect and every decision made affects another movie.Nobody complains about that with the hunger games or the harry potter series, but guess what its the same thing. Only much more difficult here since all of the big players get their own films.<br><br>Another complaint is hulk and the black widow's love relationship. I'll admit it threw me for a loop too. Didn't see that coming at all. But why is it so bad? I mean if you really think about it, we learn a little more about black widow each film shes in. And in this film we really learn that she did things in her past she isn't proud of. She feels like a monster inside. Who else on the team feels like a monster? and literally turns into one? The Hulk. It makes sense they have a connection. Hawkeye has his own family, and captain America and her really just don't click on that level, not to mention he seems as if he is still stuck on Peggy carter from his past. Somebody said the MCU seems to be very sexless? I'm not sure if you mean there isn't enough nudity or sexual content, but if that's the case, you are sadly mistaken. Its under Disney for starters and its based on children's comic books. Kids are definitely going to go see it. Or if you meant there isn't enough love stories, then you are also not paying attention and mistaken. Tony Stark/Pepper Potts. Thor/Jane.Captain America/Peggy Carter. Hawkeye now has a wife we see. The Hulk had a love story in his own movie and now with black widow. So to say the MCU is sexless, doesn't make sense. One thing I keep seeing from people is they don't understand how Ultron is basically alive and can talk. they say right in the film more than once. its artificial intelligence. That means he has ""the ability of a computer or other machine to perform those activities that are normally thought to require intelligence""Tony stark and Bruce banner uploaded him into there system and he takes over . The reason they did this was because tony stark wanted shield the world from invaders, like the first film. and then people said nobody blamed tony stark for this?!! were you watching at all!? Over and over again everybody was mad with him, captain America especially. Then Someone said they thought this would build up to a iron man vs. captain America civil war but then nothing it falls flat! seriously the next film after ant man is Captain America Civil War! Why are people mad Hawkeye has a family? He got screwed in most of the first film, he was just a pawn. In this film we get to see the real Hawkeye, and people are mad at this? Give the guy a break. He is a part of the avengers and doesn't get his own films, So why is it such a big deal he got some quality screen time, and it was a big plan to set him up for his death which we all thought was going to happen only to see quicksilver go. And someone said the movie is predictable?!That totally threw everybody for a loop. And they are saying it's random he has a family? He said He didn't want anybody to know. so why would you know about it if nobody did He fights bad guys all day, why would he be spreading around he has a wife and kids. Somebody said the beginning is pointless and makes no sense to the story line? Once again if you watched the last film before this one, which was the second Captain America the whole storyline was about Hydra taking over Shield, and destroying it. Hence why there is no shield in this movie until the end. In the start of this film they sort of wrap that storyline up, by taking the hydra base and getting the plans for Ultron to start this story. If every movie had the same story it would be boring, also the beginning set up the twins to be in this movie, since it was Strucker who experimented on them and gave them their abilities. So to say this opening seen wasn't important, is ludicrous because it was. I've heard people say the visions the witch gives the heroes is dumb, and they don't care about it. Well if you watched Thors' at all, its what all of these movies have been about, the infinity stones. And he is going to start figuring that out. We've seen 4 of the 6. which by the time infinity war comes around, all 6 will be revealed. and is what its all about. How can you say its not important? And its beyond me why you would say there are too many characters!? They get there own films for a reason. Because in these films, it about them as a team. There characters have been developed, and they still are but obviously it will be harder with more characters. But that's the whole fun in the avenger films. All of these awesome beings together. Every body is aloud there own opinion, I understand that, But the majority of things being said make absolutely no sense.",4 May 2015
