11,Artificial movie for an idiotic generation...,navi23,"8.5 on IMDb?!??! Seriously?!?!?!<br><br>You can rate this movie SO high... if you wanna be stimulated emotionally in a gratuitous manner + if your IQ level is REALLY low + if you like actors who can't act and look absolutely artificial on the screen (what the heck happened to Laura Dern? she used to be a slightly better actor... now she looks like she's joined the ranks of the completely artificialized Americans... fake smiles, fake emotions; those kids act completely unrealistic also... this is NOT how people who will die from cancer would behave...). Have someone on the BIG screen cry for a few minutes... the audience will cry too, of course. It's like the yawning that's contagious... But why was it that I didn't care at all for ANY of the characters, by the end of the movie?... The only moment that was a bit moving was when the girl received the news about his death... But even that wasn't connected emotionally to anything else in the movie... I can list a hundred movies that are WAY more emotional than this pile of artificial cr*p... And what the f**k is with that pack of cigarettes on the boy's coffin? I know cigarettes eventually PUT you in the coffin, but his was not the case... I wonder what message they wanted to convey to the viewers...",16 June 2014
12,I Saved My 1 For This Film,khaledalasad,"I honestly can't imagine how anyone with a sense of good writing, good directing, or good acting could ever think this movie is entertaining past the humor of its flaws. Do you people have brains? These actors may as well have had the script in their hands while shooting. It would have made no difference. The only impressive ""skills"" displayed came when the girl cries after AUGUSTUS (so pretentious)passes away. <br><br>The only thing that kept me engaged in this movie after I had started watching was the curiosity of which one dies first. There were points when I was rooting for the death of them together just so the movie would end.<br><br>This review isn't coming from someone heartless. I admit that I teared up when Hazel bawls her eyes out, but that doesn't make the movie good. That just means I sympathize with someone who is crying. That says nothing about the quality of the film. <br><br>What happened IMDb? I can usually trust your ratings. I've never written a review here before but when I saw that this was higher than an 8, I had to say something.<br><br>This is a weak tearjerker for the weak-minded.",27 July 2014
13,Too many people are idiots.,o_oraculo,"I give it ""1"" because IMDb doesn't let me give it 0. I never wrote a review before, but seeing the average of 8.5 gave me a feeling of never being able to trust IMDb again.<br><br>I usually check movie scores in IMDb to decide if I should watch it in the theaters. Below 7 is lame (except for comedies which gets lower scores). 7 to 8 maybe. 8 and up must see (except for this movie). Seeing an 8.5 I went to the theater excited. I hope someone like me is out there and reads this review before he wastes his time and money with it.<br><br>What I saw: Boring, depressing, cynic, pessimist, average looking to slightly good looking girl has lung cancer. The audience is led to believe she is smart because she read the same book 1000 times over (doing that isn't smart) and goes to college (which she doesn't really).<br><br>She goes to a support group where good hearted, Christian, cancer survivor (which is made to look like a loser) helps young people who have cancer. <br><br>There, she meets 2 characters: 1) eye cancer guy who is going to have to remove them and has a huge boobed (to good for him) girlfriend, who will leave him 10 minutes later. 2) his friend, an extremely athletic, pretty, extremely confident guy (even though he's a virgin (yeah right *rolls eyes*)) who is also a cancer survivor (lost a leg to it, but is paradoxically still very athletic). <br><br>Even though his value on the meat market is much higher than the protagonist girl's value, he only has eyes for her, even without her saying anything but depressing things.<br><br>At the end of the meeting, if being athletic, pretty and confident isn't enough, a girl passes by him trying to get his attention (to show that even other girls are into him), so that the main girl can be certain that he's an alpha male, but she still give's him a hard time (because in every romantic movie a guy has to prove himself even beyond the shadow of a doubt that he's the man for a boring girl (the exception is when there are 2 awesome guys fighting for the same girl (Twilight))).<br><br>They start talking on the phone and she lends him her favorite book. <br><br>The leg cancer guy says that her book is amazing. And since the spoiled brat cancer girl has some stupid question she wants to make to the author, he decides to get them both a trip to Europe to talk to the writer of the book. He could get anything for himself, but he decides to give his special once in a lifetime cancer wish to her, even though they are not boyfriend/girlfriend, they have not had sex, they haven't even kissed yet.<br><br>Her doctor is the ugliest actor, so you know he's going to be the bad guy. He tells her that she can't take the trip in any possible way! She goes anyway (obviously).<br><br>In the generic romantic European country, the guy decides to use a tux (which all men love to wear... Not!) to take her to a very expensive dinner (which although he doesn't end up having to pay, he was more than happy to be able to pay for her!).<br><br>The author seems to be a reasonable guy, he tells them in other words that the book ended the way it should have ended, that her questions are stupid and that she's a spoiled brat/ narcissist (which is all true).<br><br>She gets sad, boy comforts her and tells her he could write a better ending then the author (no he couldn't, and if that's the case, why couldn't she? and why did they come in the first place?), they decide to go to Anne Frank's house. She's tired of going upstairs because of her lung cancer. When she's at the place where Anne Frank hid, she kisses the boy. Other tourists who were there clap for the blatant disrespect of Anne's suffering because they're Nazis(it's the only reasonable explanation). This clapping cheers them on to having sex.<br><br>At this point me and my girlfriend were discussing going out of the theater before the end, because it was so bad and cliché, but we stayed, just in case the end was amazing to make up for all this bulls...<br><br>They go back to America. Guy has cancer again and becomes depressed (He knew it before going to Europe, but only gets depressed about it now, w t f?!). In his depression he stops talking to girl (because romantic movies need a moment of sad separation which can always be easily resolved after some days by talking). He starts talking to girl again... about death. Girl writes eulogy for boy, and reads it to him. Boy dies, it's time for her to read eulogy (I'm thinking: she's obviously not going to read the same thing again, because that would be boring for the audience of the movie) and then she doesn't read it! (what?! who saw that coming except for everyone!?). She decides to say bland feel good lies in his funeral, instead of the truth, because she's a conformist narcissist coward. <br><br>Girl gets a paper that leg cancer boy wrote to her before he died. I barely remember, but it's some romantic BS. The end.<br><br>There's also a scene I don't remember exactly when in the movie that shows how deep does narcissism goes in the girl: She says that she knows that when she dies, her parents are not going to be able to do anything anymore, shrivel and die, because she's dead. Her parents are like: No, we aren't. Get over yourself.<br><br>Highlight of the movie: Another guy plays violin for a short bit of time.",14 June 2014
14,"A ""Sick love story""",Jack Fischer,"This review is originally from my blog Derpy Reviews, www.derpyreviews.blogspot.com to see more FioS news, reviews and giveaways, email subscribe to Derpy Reviews and friend me on GoodReads www.goodreads.com/DerpyReviewsTeam<br><br>The Fault in our Stars, where to start. Great book, fantastic movie. The emotion of the actors made John Greens New York Times Best Seller, real. They brought depth to our pages, they brought emotion to our dripping eyes, and they brought warmth to our hearts. <br><br>The movie is about a teenage girl who has terminal lung cancer, she was saved by a experimental treatment when she was younger. Now as she is older, her parents feel that she is suffering from depression which is, as Hazel describes it a ""side affect of dying."" Her parents encourage her to go to a cancer support group where she meets Agustus Waters, ex-cancer carrier and minus one leg. Soon Hazel and Gus find themselves head over heels planning to love each other until oblivion ultimately catches up with them. <br><br>A ""sick love story""<br><br>The actors casted for these roles were amazing. Shailene, played Hazel flawlessly, she was smart, and funny and cold just as Hazel was. Ansel, was equally amazing, his amazing humor and timing made this movie! The amazing actors and actresses combined with the entire crew, the way the movie was filmed is just inviting, and they way text messages and emails were displayed will start a new movie trend.<br><br>Some call it a tear jerker, some revolutionary, but me, I call it a spectacularly made masterpiece. You will laugh and you will cry. And some parts will send those magical shivers down your spine.<br><br>I would recommend this movie to... Any reader of the Fault in our Stars Anyone looking for a fantastic movie A guy who wants a romantic movie for two, that he may enjoy himself A girl who wants to just cry through an entire movie Someone who wants to see a spectacularly made masterpiece<br><br>""Okay""",23 May 2014
15,One word .... nauseating,carolinemarks1560-34-154252,"I cannot believe that this tripe has 8.5. I was unfortunate enough to accompany two 15 year old girls with my friend and was shocked that girls that age want to waste their time sobbing uncontrollably on a Friday evening when there is a whole world out there waiting for them.<br><br>The acting .... Oh my gosh .... The worst I've ever seen. Gus was unbearable, smug and frankly creepy. And as for her mother - patronizing is an understatement! I just struggled to watch them all make fools of themselves in this silly, ridiculous film.<br><br>What rubbish are we feeding our teens? We had to point out to my friend's daughter who thought Gus was such a catch that life just isn't like this. During the movie one girl clattered noisily out the cinema strangled by sobs and the row in front of us shook with heart-wrenching wails as my friend and I shook with laughter.<br><br>Get real kids. Don't waste your time watching this trite pap, get out into the sunshine and LIVE or at least watch a decent movie with a believable storyline and great acting, something that will resonate or affect you deeply ...... Because this certainly isn't worthy of anybody's valuable time.",22 June 2014
16,The fault is the script,The_Film_Cricket,"It is nearly impossible to make a film about terminal illness and not make it heartfelt. The Fault in Our Stars has its heart in the right place but  WOW!  you walk out wishing that someone would shake the dust and clutter and broken fragments off the screenplay so it can flow with more efficiency. Here is a movie that is so busy being profound that the characters feel trapped by plot gimmicks and stale dialogue.<br><br>Based on the bestselling book by John Greene, the movie stars the talented Shailene Woodly as Hazel Grace Lancaster, a teenager with Stage 4 thyroid cancer with metastasis forming in her lungs. She's been living with this disease since she was 13, and now she lugs around an oxygen tank with a nasal cannula. Hazel is distant, a bit surly and more than a little bit cynical about the world. In other words, she's a normal teenager. Her parents force her to attend a cancer survivor support group that is led by an overly emotional group leader who begins each session by unrolling a large rug with a big  and somewhat unnerving  picture of Jesus on it.<br><br>One day in group she meets Augustus Waters (Ansel Elgort), a fellow teen who confidently announces that he is suffering from osteosarcoma which has already claimed the lower part of his right leg. He's a nice guy that Hazel meet-cutes when she bumps into him in the hallway. There is little resistance from either side as to how they feel about one another and in the blink of an eye, they fall in love.<br><br>That's more or less all that you need to know. The connection between Hazel and Augustus is not really built on chemistry but on the fact that they both suffer from terminal illness. The movie doesn't have the flow of real life, but is built on conventions of the plot. Everything in their relationship is calculated for effect, we get gimmicks instead of narrative. For example, Augustus carries around a pack of cigarettes and occasionally puts one in his mouth. Hazel is disgusted but Augustus offers this explanation: ""They don't kill you unless you light them. And I've never lit one. It's a metaphor, see: You put the killing thing right between your teeth, but you don't give it the power to do its killing. A metaphor."" That's fine, but the sight of Augustus with the cigarette in his mouth looks as ridiculous as it sounds. He puts the unlit cigarette in his mouth so often that we want to take his away from him and say ""STOP THAT!!"" The movie is loaded with strange moments like that. There is an odd subplot about a book that Hazel has read over and over by a mysterious author named Peter Van Haughton who has apparently disappeared into seclusion somewhere in Amsterdam. After a long and pointless series of arguments with doctors and with Hazel's parent, she and Augustus accept an invitation to fly to Amsterdam to meet him. Van Haughton is played in an angry performance by Willem DeFoe that seems shoe-horned in as if he were visiting from a different movie.<br><br>Worse is what comes next. Hazel and Augustus visit Anne Frank's house. Naturally, Hazel has trouble climbing the series of steep staircases. When she reaches the famous attic, there is little to no attention paid to the fact that they are in Anne Frank's famous hiding place. Instead, the scene climaxes with Hazel and Augustus's first kiss, to which all the strangers around them begin to applaud.<br><br>The movie never really deals with the issue of what it is like to live with cancer, or the inevitability that it will claim your life. The dialogue lightly dances around these issues but no one ever gets serious about discussing them. They know they're going to die but neither Augustus nor Hazel ever get down to the serious business of discussing what lies on the other side. Augustus talks a lot about ""oblivion"", which indicates that he is an atheist, but the movie doesn't go there. We know from the beginning that one or both characters will face the final curtain before the movie is over, but the film's final act is a long  very long  series of slow passages about eulogies and final wishes that goes on and on and on. It should be moving us to tears but you find yourself checking your watch instead.<br><br>Hazel informs us in the beginning that ""Pain deserves to be felt."" We agree, but the movie could do with a lot more pain and a lot less catharsis. The characters talk and talk and talk and talk, but nothing they have to say has any real meaning. Death is the inevitability of this story, but there's such a long and drawn-out funerary tone to the film's third act that is tinged with so much hope and finality that it feels like the happiest sad ending you've ever seen.",7 June 2014
17,"A tad predictable, but very touching/strong performances from Woodley/Elgort.",renschen21,"Shailene Woodley and Ansel Elgort both have arrows strongly pointing upwards. Both shine brightly in this movie and suck you in from the get- go. Following up their (sibling) pairing in Divergent, they both flash a wide range of chops here. Woodley is charming and smart, and Elgort majorly surprised me showing off a comical side. Also very smart.<br><br>I won't spoil anything, but I did not read the book so I had no/low expectations and was sucked in early on, and definitely was attached to the characters throughout. It's a great story and it tugs on your heart. Loved it.",23 May 2014
18,Sick from cheese,SusanHampson,"This film is horribly cheesy. Hollywood does cancer very very badly. The male lead could not act and therefore I was not convinced and therefore I did not cry. I cry at everything usually but this film is not convincing at all. It was definitely the male lead that spoilt it for me. I just didn't understand his naked obsession with the female lead. From the minute he sets eyes on her, wham he is in love! I found that very strange, or maybe it was just the way he did it. I know love at first sight happens but this seemed way over the top. If you watch Love Story from the 60's which features cancer, it has an authentic love story and build up but this film does not seem to be that genuine so you don't really care about the characters. To be frank, the whole thing reeks of cheese. Stay away.",2 July 2014
19,This movie gave me brain cancer,frankieD56,"OK, so typical sappy romantic BS, but this time they have cancer? Oh give me a break. Yeah, thank god they're wealthy, attractive white people so they could have their little romantic adventure. My cousin got lymphoma at age 16 and could barely eat because of medical bills, his parents are so deep in debt they had to sell their house as no insurance would cover him. But the ""tragedy"" here is that pretentious d-bag Gus (and his cringe worthy pseudo intellectual metaphor) died *after* traveling to Europe and banging a hot girl. Oh the humanity! This is a love story written for the 1%, where the biggest tragedy in life is that spoiled little daddy's money babies Gus and Hazel couldn't live to 90 off their parent's dime, probably in some Malibu beach house.<br><br>If you're a rich white person with no concept of real life, you will enjoy this. Otherwise steer clear of this formulaic love story tripe.",18 July 2014
20,The best film I've seen.,robyndolls2859,"Without me blabbering on, I would like to give my complements to John Green and his Team. The Fault In Our Stars is a fantastic book which has a really sad ending (I'm not going to say it to you). As the quote says ""Some Infinities are bigger than others"" however, Hazel and Gus's love was quite an extraordinary one. It must of been hard living with Cancer. The book was different, but it still had the same story to the film but with more parts. I got the book after the film came out so my book has the photos in it. I have to say I did cry at the end but I couldn't stop blabbering through the film. Too be honest, Hazel Grace has inspired me. Not everything in life is perfect and people are dying, this book showed the good and bad sides to cancer. <br><br>Like the book says, pain demands to be felt. It touched my sad side. This book is one of the best. Thank you.",7 July 2014
21,True to the book,pamma09,"I read the book several months ago and have been anxious for the movie. So this grandmother went with her 16 yr old grandson who had also read the book. We are both happy with the adaptation. The story of two teens with cancer who meet in a support group for teens, neither want sympathy and both knowing they will die - want to live life. They exchange books and because of the ending of one and the questions they have - they email the author in Amsterdam. Because he had not used up is 'wish' they end up being able to go there and have the chance to meet the author. Willam Defoe portrays the alcoholic author so well - you do not like him. Gus also tells Hazel something he has been keeping from her. Gus and Hazel have their ups and downs and knowing their time may be limited their love is fresh and true - and presented so well. All the acting is good, the sets, the music -and there is a lot of music but I did not notice most of it - a sign of a good movie score. I volunteer in a hospice facility and it was so good to see the presentation of their cancer as real. Their feelings of what they are going thru as real. I will read the book again and see the movie again - it is worth it.",6 June 2014
22,This is an appalling waste of time,Deborahstenson,"Why does this film have such a high rating? I've been tricked so many times this year by high-ratings and rave reviews to films which have turned out to me absolutely atrocious that I'm losing my faith in film critics and the cinema-going public alike.<br><br>I was promised this film would be a tearjerker, but the only thing that jerked was my gag reflex. I have never met a more obnoxious and irritating character as Augustus Waters and the whole script was painfully cheesy for about 80% of the film.<br><br>I strongly recommend you do not see this movie.<br><br>Ever.<br><br>Even if you are paid to watch it.",25 June 2014
23,A modern masterpiece?  I think not,russell-martin,"Firstly, I must say that I am not a cold hearted person. I love a good weepy film and I was looking forward to a hungover Sunday afternoon cry but instead I was just wanting the film to end. So, what went wrong? I would say that the main reason is that Hazel is just not a likable character. Gus was just about likable but I felt nothing for Hazel, throughout the whole film she seemed cold and distant, something about her just didn't work. I'm not sure if something was lost when it went from book to screen but something happened (or didn't). At 2hrs 6 mins it was just too long..<br><br>KISSING IN ANNE FRANKS HOUSE?! What the f....? And then to be clapped for it? What? I almost cheered Willem Defoe's character for attempting to take Hazel down a peg or two which, I may add, was the only good thing to happen during the abysmal Amsterdam part of the film.<br><br>This just bored me and the only way it almost got any kind of tears out of me was from me mourning the 2 hours of my precious weekend I just wasted on this tripe.<br><br>For those of you who think that this is a modern masterpiece... you really should see a few more films. Even in this Genre alone this film is WAAAAAY down the list of modern masterpieces...",16 November 2014
24,Well-Meaning Tears!,g-bodyl,"To anybody to sees The Fault in Our Stars, male or female, be sure to have a tissue handy. I have seen a countless number of films, and I confess this is the film that may have teared me up the most. This realistic story about two teens with cancer coming together is so sweet, but there is also an emotional weight added to the story because of the subject matter. The film doesn't try to be saccharine, but it tries to be sincere. The movie has a light-hearted tone for the most part, despite the dark subject matter and that I can truly be happy with. <br><br>Josh Boone's film is about two kids named Hazel Grace and Augustus Waters who fall in love with each other when they meet at a cancer support group. Together they go on adventures with nothing to stop them, not even the Grim Reaper. <br><br>The film is truly well-acted. Shailene Woodley deserves an Oscar nomination for this role. Her charisma is inspiring and this may be her best performance to date. Ansel Elgort is not too shabby himself. I loved his quirky personality and despite his problems, still has the ability to keep his witty charm. Nat Wolff was very good as Augustus's friend, who had cancer rob him of his eyesight. Laura Dern turned a sympathetic performance as Hazel's mother and Willem Dafoe gave an hateful, but very good performance as the author who influences Hazel. <br><br>Overall, The Fault in Our Stars is an incredible film. It's a very deep, thought-provoking movie It goes in a lot deeper than a normal romance film would do, and that adds more effect to the film. By the time the end credits rolled, my eyes were dripping with tears and to say that's rare while watching a film is an understatement. A powerful, well- meaning story about cancer-stricken teens falling into such a passionate love. <br><br>My Grade: A+",1 May 2015
25,"Worst film I've seen in my life. boring, and just straight angering",sam-victoria,"For starters, the only line of dialogue that came out of people's mouths were ""Okay"". Seriously if I had a dollar for every time they said ""Okay"", I would be a damn rich man. The whole idea of the story made me laugh, honestly. Not only was the acting horrid, the music was very boring, and the writing was noting short of a magnum opus. Absolutely freaking horrible. There were a couple scene's where I actually burst into laughter because it was just that stupid. The only people who awed and cried over the film, were a bunch of 13-16 year old teenage ""tumblr"" girls, who nobody can stand by the way, and they were crying and screaming the entire screening. My friend says he'd wish to just kick them out of the theater himself. In the end, everyone was annoyed, and I will do the best I can to lower the rating of the film so that everyone could see that this is the worst movie ever made.<br><br>Want quality cinema? The Godfather.",16 June 2014
26,Obviously in the stars,denizmoraligil,"I can not believe how high IMDb ratings are for this movie! I give 1 to this one because this film has a simple plot and can be summarized in three sentences.<br><br>After you realize the whole film is nothing but a parade of clichés, you may decide to walk out because nothing original is going to happen. Or stay and try to figure out which of the leads would be dying first. <br><br>Acting is terrible and the fault is obviously in the stars: Gus character and Dad are not able to act, they only pause for the cameras. It gets annoying sometimes, and you start thinking after 15 minutes into the film, would this guy ever be able to keep his lips closed for once please. And he does not! <br><br>Film is so boring and this is nothing, it has more than one ending. So, when you have the feeling that it's coming to an end... this is wishful thinking. You are far from that happy moment. There is still too many ridiculous cliché moments to watch which are aimed to make viewers cry. <br><br>Do yourself a favor, do not watch it! And if it's to late, and you had already watched this piece of boredom. Please to others a favor and rate the film.",21 August 2014
27,Absolute garbage,Linda Evans,"Why anyone would care to see this 'play on emotion' junk movie, I have no idea. Full of obvious heart-string pulling scenes fit for 12 year old girls. I wouldn't suggest this garbage be watched by anyone(unless you are that 8-12 year old girl that find badly written scripts 'good'). You get more content from a Maury 'who's my baby daddy' episode. If you find yourself with nothing to do, avoid this movie! Even as a last resort! It would leave you empty inside from the hollow acting, all the way to the bad script and plot scenes. Should you have a daughter that wishes to see this, prevent that from happening at all costs. This will only succeed in diminishing their intellect and giving them a false sense of reality with life and relationships.",6 November 2014
